id,claim,evidence,label,topic
2934,There was a song performed on Glee called Rhythm Nation.,There was a song performed on Glee called Rhythm Nation.,1,information
2935,$16 million was the film budget of Varsity Blues (film).,$16 million was the film budget of Varsity Blues (film).,1,creation
2936,The Chrysler Building was the world's tallest building for 11 months.,The Chrysler Building was the world's tallest building for 11 months.,1,information
2937,Harris Jayaraj is a composer.,Harris Jayaraj is a composer.,1,information
2938,Selena Gomez & the Scene's debut album was released in September.,Selena Gomez & the Scene's debut album was released in September.,1,creation
2939,Advertising is in a visual form.,Advertising is in a visual form.,1,information
2940,Happiness in Slavery is a song by Nine Inch Nails.,Happiness in Slavery is a song by Nine Inch Nails.,1,information
2941,Melancholia's director was a Danish screenwriter.,Melancholia's director was a Danish screenwriter.,1,industry
2942,Bones is a television series.,Bones is a television series.,1,information
2943,Damon Albarn released his first album in 2014.,Damon Albarn released his first album in 2014.,1,information
2944,Swordfish (film) is an American film that is about a computer hacking person name Stanley Jobson.,Swordfish (film) is an American film that is about a computer hacking person name Stanley Jobson.,1,politics
2945,The Magyars were defeated by Otto I Holy Roman Emperor.,The Magyars were defeated by Otto I Holy Roman Emperor.,1,information
2946,Bret Easton Ellis wrote the screenplay for a film directed by Paul Schrader and he was criticized.,Bret Easton Ellis wrote the screenplay for a film directed by Paul Schrader and he was criticized.,1,natural
2947,WWE employed Shane McMahon.,WWE employed Shane McMahon.,1,politics
2948,Al Jardine sang lead vocals in a band.,Al Jardine sang lead vocals in a band.,1,religion
2949,Johnny Galecki plays a character with a Ph.D. in The Big Bang Theory.,Johnny Galecki plays a character with a Ph.D. in The Big Bang Theory.,1,information
2950,Franchising is regulated in the United States.,Franchising is regulated in the United States.,1,information
2951,Edward G. Robinson is a star in The Cincinnati Kid.,Edward G. Robinson is a star in The Cincinnati Kid.,1,information
2952,Girls' Generation covered the song Rhythm Nation.,Girls' Generation covered the song Rhythm Nation.,1,creation
2953,Polynesian languages include Tahitian SÄmoan Tongan MÄori and Hawaiian.,Polynesian languages include Tahitian SÄmoan Tongan MÄori and Hawaiian.,1,information
2954,Daag was released.,Daag was released.,1,natural
2955,A River Runs Through It has won an award.,A River Runs Through It has won an award.,1,information
2956,Southampton F.C. came in second in the First Division in 1983 -- 1984.,Southampton F.C. came in second in the First Division in 1983 -- 1984.,1,politics
2957,Keith Urban was released in 1999.,Keith Urban was released in 1999.,1,information
2958,JosÃ© Ferrer was a director of plays in the 20th century.,JosÃ© Ferrer was a director of plays in the 20th century.,1,politics
2959,XHamster produces an online TV series.,XHamster produces an online TV series.,1,sports
2960,1992 was the year Ingushetia was established.,1992 was the year Ingushetia was established.,1,gossip
2961,Rick Yune was on a show.,Rick Yune was on a show.,1,gossip
2962,Paris (Paris Hilton album) incorporates elements of pop.,Paris (Paris Hilton album) incorporates elements of pop.,1,creation
2963,The Gifted was created by Matt Nix.,The Gifted was created by Matt Nix.,1,creation
2964,Stanley Williams was an inmate in a western U.S state.,Stanley Williams was an inmate in a western U.S state.,1,information
2965,Fabian Nicieza's date of birth was December 31 1961.,Fabian Nicieza's date of birth was December 31 1961.,1,sports
2966,Tracey Edmonds produced Soul Food.,Tracey Edmonds produced Soul Food.,1,politics
2967,Larry Wilmore is a person who produces.,Larry Wilmore is a person who produces.,1,sports
2968,Knowledge and research in the computer science fields is incorporated with Speech recognition.,Knowledge and research in the computer science fields is incorporated with Speech recognition.,1,politics
2969,Tom Baker has narrated a type of entertainment.,Tom Baker has narrated a type of entertainment.,1,gossip
2970,Aunt May is a character that appeared in American comics.,Aunt May is a character that appeared in American comics.,1,sports
2971,Luis Fonsi is a Puerto Rican singer.,Luis Fonsi is a Puerto Rican singer.,1,sports
2972,Henry VIII (TV serial) features a film and television actor in a leading role.,Henry VIII (TV serial) features a film and television actor in a leading role.,1,creation
2973,The marriage of two actors was caused by Fortunes of War.,The marriage of two actors was caused by Fortunes of War.,1,information
2974,Kellogg's is a manufacture of cookie and cracker products.,Kellogg's is a manufacture of cookie and cracker products.,1,information
2975,Villa Park was the location of the 2012 FA Community Shield.,Villa Park was the location of the 2012 FA Community Shield.,1,creation
2976,Noel Fisher was on a television station.,Noel Fisher was on a television station.,1,information
2977,The Mighty Ducks was distributed by a subsidiary of Walt Disney Studios.,The Mighty Ducks was distributed by a subsidiary of Walt Disney Studios.,1,gossip
2978,Aunt May is a character that often plays a type of role.,Aunt May is a character that often plays a type of role.,1,gossip
2979,A Milli is a song by Lil Wayne.,A Milli is a song by Lil Wayne.,1,creation
2980,The French Resistance committed acts of sabotage on telecommunication networks.,The French Resistance committed acts of sabotage on telecommunication networks.,1,creation
2981,The 14th Dalai Lama fled to India during the Tibetan uprising.,The 14th Dalai Lama fled to India during the Tibetan uprising.,1,information
2982,The Armenian Genocide was an extermination.,The Armenian Genocide was an extermination.,1,politics
2983,Hourglass was released 6 years after New Moon Shine.,Hourglass was released 6 years after New Moon Shine.,1,creation
2984,Cher was released by the record label Geffen Records.,Cher was released by the record label Geffen Records.,1,information
2985,Regina King has received an award nomination.,Regina King has received an award nomination.,1,information
2986,Edgar Wright is a writer of screenplays.,Edgar Wright is a writer of screenplays.,1,creation
2987,Dilwale Dulhania Le Jayenge was shot in different locations.,Dilwale Dulhania Le Jayenge was shot in different locations.,1,information
2988,A number of countries have shown an increased number in rates of endometrial cancer.,A number of countries have shown an increased number in rates of endometrial cancer.,1,information
2989,Alton is where the Lincoln-Douglas debates happened.,Alton is where the Lincoln-Douglas debates happened.,1,creation
2990,Shadowhunters did not begin its second season in January 2017.,Shadowhunters did not begin its second season in January 2017.,1,information
2991,Bea Arthur was born under a different name.,Bea Arthur was born under a different name.,1,information
2992,The United Nations Charter was completed at the San Francisco War Memorial and Performing Arts Center.,The United Nations Charter was completed at the San Francisco War Memorial and Performing Arts Center.,1,industry
2993,Buffy Summers appears in a film.,Buffy Summers appears in a film.,1,information
2994,EA Black Box was a developer.,EA Black Box was a developer.,1,information
2995,Bethany Hamilton's autobiography was adapted into a film.,Bethany Hamilton's autobiography was adapted into a film.,1,politics
2996,Men in Black II stars an American actor.,Men in Black II stars an American actor.,1,information
2997,French Montana has an album named Excuse My French.,French Montana has an album named Excuse My French.,1,natural
2998,Diwali is one of the most popular festivals of Hinduism.,Diwali is one of the most popular festivals of Hinduism.,1,politics
2999,Sikkim is a part of the Eastern Himalaya.,Sikkim is a part of the Eastern Himalaya.,1,religion
3000,Blue Jasmine is an American film that has Australian actress Cate Blanchett acting in it.,Blue Jasmine is an American film that has Australian actress Cate Blanchett acting in it.,1,information
3001,Edgar Wright is from England.,Edgar Wright is from England.,1,information
3002,House is a dramatic work focused on medicine.,House is a dramatic work focused on medicine.,1,medicine
3003,Canada is where EA Black Box was based.,Canada is where EA Black Box was based.,1,creation
3004,Victoria Palace Theatre is in an inner London borough.,Victoria Palace Theatre is in an inner London borough.,1,information
3005,Captain America's shield is used by the superhero name Captain America.,Captain America's shield is used by the superhero name Captain America.,1,natural
3006,Highway to Heaven ran until 1989.,Highway to Heaven ran until 1989.,1,information
3007,An imaging technique is used to detect calcaneal spurs.,An imaging technique is used to detect calcaneal spurs.,1,politics
3008,There was a song performed on Britain's Got Talent called Rhythm Nation.,There was a song performed on Britain's Got Talent called Rhythm Nation.,1,information
3009,DNA features songs.,DNA features songs.,1,politics
3010,Richard Dawkins makes regular radio appearances.,Richard Dawkins makes regular radio appearances.,1,sports
3011,Southampton F.C. is an FA Cup winner.,Southampton F.C. is an FA Cup winner.,1,gossip
3012,Mohra received nine nominations from Filmfare.,Mohra received nine nominations from Filmfare.,1,gossip
3013,Kuching is in Malaysia.,Kuching is in Malaysia.,1,creation
3014,New Orleans Pelicans compete in the NBA in the Western Conference .,New Orleans Pelicans compete in the NBA in the Western Conference .,1,creation
3015,Murda Beatz is Canadian.,Murda Beatz is Canadian.,1,information
3016,Tamerlan Tsarnaev has been to Boston.,Tamerlan Tsarnaev has been to Boston.,1,sports
3017,Mani Ratnam is widely credited with altering the profile of films produced across generations.,Mani Ratnam is widely credited with altering the profile of films produced across generations.,1,politics
3018,The Endless River is an album by a band formed in England.,The Endless River is an album by a band formed in England.,1,sports
3019,Taylor Lautner appeared on television sitcoms when he was a teenager.,Taylor Lautner appeared on television sitcoms when he was a teenager.,1,politics
3020,The Good Wife is a TV show.,The Good Wife is a TV show.,1,gossip
3021,A nomination has been given to A River Runs Through It.,A nomination has been given to A River Runs Through It.,1,sports
3022,Helmand Province is outside of Afghanistan.,Helmand Province is outside of Afghanistan.,1,sports
3023,Epistemology studies the nature of knowledge and the rationality of belief.,Epistemology studies the nature of knowledge and the rationality of belief.,1,creation
3024,Same Old Love is a song.,Same Old Love is a song.,1,information
3025,The Concert for Bangladesh was attended by 40 000 individuals.,The Concert for Bangladesh was attended by 40 000 individuals.,1,information
3026,Jeong Hyeong-don is a host of Weekly Idol.,Jeong Hyeong-don is a host of Weekly Idol.,1,creation
3027,Tinker Tailor Soldier Spy stars an actor.,Tinker Tailor Soldier Spy stars an actor.,1,information
3028,Polar bears depend on the ocean as their main food source.,Polar bears depend on the ocean as their main food source.,1,gossip
3029,Meteora is an album by an American band.,Meteora is an album by an American band.,1,gossip
3030,The Chagatai language is moribund.,The Chagatai language is moribund.,1,creation
3031,Southpaw is a film.,Southpaw is a film.,1,creation
3032,Veeru Devgan works in the film industry.,Veeru Devgan works in the film industry.,1,information
3033,Jenna Jameson worked as a stripper and glamor model.,Jenna Jameson worked as a stripper and glamor model.,1,politics
3034,Juventus F.C. has long worn a black-and-white-striped home uniform.,Juventus F.C. has long worn a black-and-white-striped home uniform.,1,creation
3035,A French business publishes Michelin Guides.,A French business publishes Michelin Guides.,1,information
3036,Blue Jasmine has Cate Blanchett acting in it.,Blue Jasmine has Cate Blanchett acting in it.,1,information
3037,Leonard Nimoy narrated the computer game Civilization IV.,Leonard Nimoy narrated the computer game Civilization IV.,1,creation
3038,Fabian Nicieza worked on X-men in the 1990s.,Fabian Nicieza worked on X-men in the 1990s.,1,information
3039,Sancho Panza is a fictional character in a novel written by Don Miguel de Cervantes Saavedra.,Sancho Panza is a fictional character in a novel written by Don Miguel de Cervantes Saavedra.,1,information
3040,The State of Palestine lays claim to the West Bank.,The State of Palestine lays claim to the West Bank.,1,creation
3041,Aarhus is in the geographical edge of Denmark.,Aarhus is in the geographical edge of Denmark.,1,information
3042,Yandex functions in Turkey.,Yandex functions in Turkey.,1,information
3043,Southampton F.C. is a soccer team.,Southampton F.C. is a soccer team.,1,industry
3044,Naples is near the Palace of Caserta.,Naples is near the Palace of Caserta.,1,information
3045,Knocked Up grossed $219 million worldwide.,Knocked Up grossed $219 million worldwide.,1,information
3046,A person who was born in August discovered Uranium-235.,A person who was born in August discovered Uranium-235.,1,politics
3047,Bhagat Singh was an Indian citizen.,Bhagat Singh was an Indian citizen.,1,information
3048,Riverdale's executive producer is Greg Berlanti.,Riverdale's executive producer is Greg Berlanti.,1,natural
3049,Kenneth Lonergan was born October 16 1962.,Kenneth Lonergan was born October 16 1962.,1,politics
3050,Andrew Kevin Walker was born in 1964.,Andrew Kevin Walker was born in 1964.,1,religion
3051,Proverbs are included in folklore.,Proverbs are included in folklore.,1,information
3052,There are film scores in existence that have been composed by Phillip Glass.,There are film scores in existence that have been composed by Phillip Glass.,1,information
3053,Psych's protagonist is played by an American actor.,Psych's protagonist is played by an American actor.,1,information
3054,Carlos Santana was in a rock band.,Carlos Santana was in a rock band.,1,creation
3055,The number of legs Sleipnir has is eight.,The number of legs Sleipnir has is eight.,1,information
3056,Shane Black was born on the 16th.,Shane Black was born on the 16th.,1,natural
3057,Dreamer (2005 film) was directed by an American screenwriter director and actor.,Dreamer (2005 film) was directed by an American screenwriter director and actor.,1,information
3058,Numb (Linkin Park song) was in a 2010 music video game developed by Harmonix called Rock Band 3.,Numb (Linkin Park song) was in a 2010 music video game developed by Harmonix called Rock Band 3.,1,politics
3059,David Spade appeared in Black Sheep.,David Spade appeared in Black Sheep.,1,information
3060,Shadowhunters premiered on television.,Shadowhunters premiered on television.,1,politics
3061,2016 Tour de France was a 21-stage race that was won by Chris Froome.,2016 Tour de France was a 21-stage race that was won by Chris Froome.,1,sports
3062,The Bahamas is a domestically recognized state that comprises a series of islands that form an archipelago.,The Bahamas is a domestically recognized state that comprises a series of islands that form an archipelago.,1,gossip
3063,Viola Davis appeared in the novel Law & Order: Special Victims Unit.,Viola Davis appeared in the novel Law & Order: Special Victims Unit.,1,gossip
3064,Intelligence officers interrogated Omar Khadr.,Intelligence officers interrogated Omar Khadr.,1,creation
3065,Queen (band) formed in London in 1970.,Queen (band) formed in London in 1970.,1,creation
3066,Men in Black II stars Will Smith.,Men in Black II stars Will Smith.,1,information
3067,Due Date was shot in New Mexico.,Due Date was shot in New Mexico.,1,sports
3068,Sam Claflin is an actor.,Sam Claflin is an actor.,1,politics
3069,Shinji Mikami is a producer.,Shinji Mikami is a producer.,1,sports
3070,The Road to El Dorado stars an actor.,The Road to El Dorado stars an actor.,1,politics
3071,Jean-Michel Basquiat died in his art studio.,Jean-Michel Basquiat died in his art studio.,1,gossip
3072,Derek Hough starred in a movie.,Derek Hough starred in a movie.,1,sports
3073,Janet Leigh was a person.,Janet Leigh was a person.,1,sports
3074,The Concert for Bangladesh raised almost $250 000 for Bangladesh relief.,The Concert for Bangladesh raised almost $250 000 for Bangladesh relief.,1,creation
3075,In 2010 the metropolitan area of Syracuse New York had a metropolitan population of more than 600 000.,In 2010 the metropolitan area of Syracuse New York had a metropolitan population of more than 600 000.,1,information
3076,The Lincoln-Douglas debates occured in Freeport.,The Lincoln-Douglas debates occured in Freeport.,1,information
3077,West Ham United F.C. was called Thames Ironworks until 1900.,West Ham United F.C. was called Thames Ironworks until 1900.,1,creation
3078,Lost ran from September 22 2004 to May 23 2010.,Lost ran from September 22 2004 to May 23 2010.,1,information
3079,Gal Gadot was ranked behind Bar Refaeli for highest earning actress/models in Israel.,Gal Gadot was ranked behind Bar Refaeli for highest earning actress/models in Israel.,1,gossip
3080,Earl Scruggs was a musician who played banjo.,Earl Scruggs was a musician who played banjo.,1,gossip
3081,Ashley Cole is English.,Ashley Cole is English.,1,creation
3082,Papua was formerly called West Iran.,Papua was formerly called West Iran.,1,creation
3083,Arizona is in three regions of the United States.,Arizona is in three regions of the United States.,1,information
3084,Yandex is a website.,Yandex is a website.,1,politics
3085,In the End was a track on Hybrid Theory.,In the End was a track on Hybrid Theory.,1,creation
3086,How to Train Your Dragon 2 used some type of processing.,How to Train Your Dragon 2 used some type of processing.,1,information
3087,Lost was the recipient of hundreds of award nominations.,Lost was the recipient of hundreds of award nominations.,1,information
3088,Stanley Williams died on December 13 2005.,Stanley Williams died on December 13 2005.,1,creation
3089,In 1977 the undergraduate college of Harvard University became coeducational.,In 1977 the undergraduate college of Harvard University became coeducational.,1,information
3090,Michael Vick is a former football quarterback.,Michael Vick is a former football quarterback.,1,information
3091,There is a person who acts named Ian Brennan.,There is a person who acts named Ian Brennan.,1,creation
3092,Margaret Thatcher was the most senior politician within the Conservative Party in the United Kingdom.,Margaret Thatcher was the most senior politician within the Conservative Party in the United Kingdom.,1,information
3093,Dave Gibbons is a writer.,Dave Gibbons is a writer.,1,information
3094,Bones is a work.,Bones is a work.,1,industry
3095,Reign Over Me is an American film.,Reign Over Me is an American film.,1,information
3096,Rick Yune was on a series that cancelled on December 12 2016.,Rick Yune was on a series that cancelled on December 12 2016.,1,information
3097,Larry the Cable Guy series finale aired on August 28th 2013.,Larry the Cable Guy series finale aired on August 28th 2013.,1,politics
3098,Tom Morello Zack de la Rocha and Brad Wilk co-founded Rage.,Tom Morello Zack de la Rocha and Brad Wilk co-founded Rage.,1,information
3099,The Indian Institute of Management Bangalore offers a business executive training program.,The Indian Institute of Management Bangalore offers a business executive training program.,1,natural
3100,Kerplunk was released through a record label.,Kerplunk was released through a record label.,1,politics
3101,Polynesian languages include Tahitian.,Polynesian languages include Tahitian.,1,religion
3102,Moonlight was filmed on a beach in Miami Florida.,Moonlight was filmed on a beach in Miami Florida.,1,information
3103,Forceps are used for grasping and holding objects.,Forceps are used for grasping and holding objects.,1,information
3104,The debut album of a hip hop recording artist is Excuse My French.,The debut album of a hip hop recording artist is Excuse My French.,1,information
3105,Mary-Kate Olsen and Ashley Olsen are designers.,Mary-Kate Olsen and Ashley Olsen are designers.,1,creation
3106,On April 8 1974 Chris Kyle was born.,On April 8 1974 Chris Kyle was born.,1,information
3107,Live Through This has sold over 1.6 thousand copies.,Live Through This has sold over 1.6 thousand copies.,1,natural
3108,Captain America's shield is used as a type of equipment.,Captain America's shield is used as a type of equipment.,1,information
3109,The dress inspired hashtags.,The dress inspired hashtags.,1,politics
3110,Bad Romance was successful.,Bad Romance was successful.,1,information
3111,The Greek language is spoken in Italy.,The Greek language is spoken in Italy.,1,politics
3112,Connie Nielsen is an actress.,Connie Nielsen is an actress.,1,sports
3113,James VI and I was a ruler.,James VI and I was a ruler.,1,gossip
3114,Capsicum chinense is a species.,Capsicum chinense is a species.,1,gossip
3115,Game of Thrones (season 7) involves Tom Hopper.,Game of Thrones (season 7) involves Tom Hopper.,1,creation
3116,Michaela Watkins is American.,Michaela Watkins is American.,1,creation
3117,Finding Dory was directed.,Finding Dory was directed.,1,information
3118,Tylenol is promoted for relieving the symptoms of allergies.,Tylenol is promoted for relieving the symptoms of allergies.,1,sports
3119,The Republic of Macedonia is located within Europe.,The Republic of Macedonia is located within Europe.,1,politics
3120,Billboard Dad stars a woman.,Billboard Dad stars a woman.,1,sports
3121,Renato Balestra came from an engineering family.,Renato Balestra came from an engineering family.,1,politics
3122,The horse has increased in size as it evolved.,The horse has increased in size as it evolved.,1,gossip
3123,Touchscreens are used in game consoles.,Touchscreens are used in game consoles.,1,sports
3124,First Motion Picture Unit produced films.,First Motion Picture Unit produced films.,1,sports
3125,Matthew Gray Gubler is a performer.,Matthew Gray Gubler is a performer.,1,creation
3126,Billboard Dad stars Ashley and Mary-Kate Olsen.,Billboard Dad stars Ashley and Mary-Kate Olsen.,1,information
3127,Chile is not a stable nation.,Chile is not a stable nation.,1,information
3128,Johnny Galecki's character in The Big Bang Theory had a doctoral degree.,Johnny Galecki's character in The Big Bang Theory had a doctoral degree.,1,creation
3129,The Prowler is a non-factual character.,The Prowler is a non-factual character.,1,information
3130,Gin is a spirit.,Gin is a spirit.,1,gossip
3131,Fort Erie Ontario is where Murda Beatz is from.,Fort Erie Ontario is where Murda Beatz is from.,1,gossip
3132,The Hanford Site hosts the Columbia Generating Station ten miles north of Richland Washington.,The Hanford Site hosts the Columbia Generating Station ten miles north of Richland Washington.,1,creation
3133,Australia regulates franchising.,Australia regulates franchising.,1,creation
3134,The White House Press Secretary is a senior official.,The White House Press Secretary is a senior official.,1,information
3135,Morse code is less sensitive to poor signal conditions.,Morse code is less sensitive to poor signal conditions.,1,politics
3136,Luis Fonsi is Puerto Rican.,Luis Fonsi is Puerto Rican.,1,creation
3137,Colombiana was written by Luc Besson.,Colombiana was written by Luc Besson.,1,information
3138,In the End was a Linkin Park single.,In the End was a Linkin Park single.,1,information
3139,AMGTV has programming.,AMGTV has programming.,1,creation
3140,Anne Sullivan is known for being Helen Keller's instructor.,Anne Sullivan is known for being Helen Keller's instructor.,1,information
3141,How to Train Your Dragon 2 was a film.,How to Train Your Dragon 2 was a film.,1,information
3142,Marjorie Gross was a writer for a CBS television program.,Marjorie Gross was a writer for a CBS television program.,1,creation
3143,PenÃ©lope Cruz did modeling for Ralph Lauren.,PenÃ©lope Cruz did modeling for Ralph Lauren.,1,information
3144,Scotty Moore died on June 28 2016.,Scotty Moore died on June 28 2016.,1,information
3145,The Bloods are identified by the color worn by their members.,The Bloods are identified by the color worn by their members.,1,industry
3146,Sancho Panza is a Don Quixote character.,Sancho Panza is a Don Quixote character.,1,information
3147,Justin Chatwin is an actor.,Justin Chatwin is an actor.,1,information
3148,The horse started to become domesticated around 4000 BC.,The horse started to become domesticated around 4000 BC.,1,politics
3149,PenÃ©lope Cruz did modeling for L'OrÃ©al.,PenÃ©lope Cruz did modeling for L'OrÃ©al.,1,information
3150,Angela Bassett had a film career.,Angela Bassett had a film career.,1,natural
3151,Roar (song) is a Katy Perry song from her fourth album.,Roar (song) is a Katy Perry song from her fourth album.,1,politics
3152,Liam Neeson has been nominated for a Golden Globe Award.,Liam Neeson has been nominated for a Golden Globe Award.,1,religion
3153,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,1,information
3154,In 2015 Gordan Ramsay was ranked the 21st highest earning celebrity in the world.,In 2015 Gordan Ramsay was ranked the 21st highest earning celebrity in the world.,1,information
3155,The Hundred Years' War includes a war.,The Hundred Years' War includes a war.,1,information
3156,Always stars an actor from Jaws.,Always stars an actor from Jaws.,1,creation
3157,Danielle Cormack is a stage and screen actress.,Danielle Cormack is a stage and screen actress.,1,information
3158,Yale University has had many notable alumni.,Yale University has had many notable alumni.,1,natural
3159,Stan Beeman is fictional.,Stan Beeman is fictional.,1,information
3160,Stan Beeman is in a show on FX.,Stan Beeman is in a show on FX.,1,politics
3161,Lost lasted from September 22 2004 to May 23 2010.,Lost lasted from September 22 2004 to May 23 2010.,1,information
3162,The Prowler was created by Stan Lee John Buscema and Jim Morrison.,The Prowler was created by Stan Lee John Buscema and Jim Morrison.,1,politics
3163,Kesha Rose Sebert is Kesha's birth name.,Kesha Rose Sebert is Kesha's birth name.,1,sports
3164,Lizzy Caplan starred in television show.,Lizzy Caplan starred in television show.,1,gossip
3165,Rhythm Nation was covered by Pink.,Rhythm Nation was covered by Pink.,1,gossip
3166,Andrew Kevin Walker was nominated by the BAFTA for his screenwriting.,Andrew Kevin Walker was nominated by the BAFTA for his screenwriting.,1,creation
3167,Kuching is a city in Malaysia.,Kuching is a city in Malaysia.,1,creation
3168,A director of plays was JosÃ© Ferrer ,A director of plays was JosÃ© Ferrer ,1,information
3169,Mick Thomson is a guitarist.,Mick Thomson is a guitarist.,1,sports
3170,Wish Upon was released in the 21st century.,Wish Upon was released in the 21st century.,1,politics
3171,The Hanford Site contributes to the LIGO Hanford Observatory.,The Hanford Site contributes to the LIGO Hanford Observatory.,1,sports
3172,Basildon has connections.,Basildon has connections.,1,politics
3173,An exampled of a folk hero was Bhagat Singh.,An exampled of a folk hero was Bhagat Singh.,1,gossip
3174,Vedam is a film.,Vedam is a film.,1,sports
3175,Invasion literature was influential in the years leading up to at least one of the world wars.,Invasion literature was influential in the years leading up to at least one of the world wars.,1,sports
3176,The Washington Wizards were the winners of four conference titles.,The Washington Wizards were the winners of four conference titles.,1,creation
3177,Giada at Home aired on a TV channel.,Giada at Home aired on a TV channel.,1,information
3178,Saxony is a German state.,Saxony is a German state.,1,information
3179,North Vietnam was officially called the Democratic Republic of Vietnam between 1945 and 1976.,North Vietnam was officially called the Democratic Republic of Vietnam between 1945 and 1976.,1,creation
3180,Founded in 1994 Gray Matter Interactive Studios Inc. was a computer game developer.,Founded in 1994 Gray Matter Interactive Studios Inc. was a computer game developer.,1,information
3181,A Milli is a song by a hip hop recording artist.,A Milli is a song by a hip hop recording artist.,1,gossip
3182,Anne Rice was born in the southern United States.,Anne Rice was born in the southern United States.,1,gossip
3183,In the 1960's Heavy Metal music was developed.,In the 1960's Heavy Metal music was developed.,1,creation
3184,The Indian Army is Indian.,The Indian Army is Indian.,1,creation
3185,St. Anger is the eighth studio album by Metallica.,St. Anger is the eighth studio album by Metallica.,1,information
3186,Wish Upon starred a person.,Wish Upon starred a person.,1,politics
3187,Taran Killam is an American actor.,Taran Killam is an American actor.,1,creation
3188,Underdog features the voice talents of Amy Adams.,Underdog features the voice talents of Amy Adams.,1,information
3189,Tablet computers use touchscreens.,Tablet computers use touchscreens.,1,information
3190,John Dolmayan is Armenian-American.,John Dolmayan is Armenian-American.,1,creation
3191,Bermuda Triangle is where a number of aircraft and ships have disappeared.,Bermuda Triangle is where a number of aircraft and ships have disappeared.,1,information
3192,Soyuz is a series of aircraft.,Soyuz is a series of aircraft.,1,information
3193,Richard Dawkins makes regular television appearances.,Richard Dawkins makes regular television appearances.,1,creation
3194,Danger UXB is on a commercial TV network in Europe.,Danger UXB is on a commercial TV network in Europe.,1,information
3195,For four years Ann Richards was the Governor of Texas.,For four years Ann Richards was the Governor of Texas.,1,information
3196,Basildon has three stations that go to London Fenchurch Street.,Basildon has three stations that go to London Fenchurch Street.,1,industry
3197,Anushka Sharma is an actress.,Anushka Sharma is an actress.,1,information
3198,Frozen ranks as the highest-grossing animated film of all time.,Frozen ranks as the highest-grossing animated film of all time.,1,information
3199,Stan Beeman is in a show.,Stan Beeman is in a show.,1,politics
3200,Matthew Gray Gubler is a citizen of the United States of America.,Matthew Gray Gubler is a citizen of the United States of America.,1,information
3201,There is an epic historical romantic drama named Australia that is a Baz Luhrmann film.,There is an epic historical romantic drama named Australia that is a Baz Luhrmann film.,1,natural
3202,Steve Wozniak was a colleague of Rod Holt.,Steve Wozniak was a colleague of Rod Holt.,1,politics
3203,Kendall Jenner was on TV.,Kendall Jenner was on TV.,1,religion
3204,Albert S. Ruddy is regarded as a television producer.,Albert S. Ruddy is regarded as a television producer.,1,information
3205,David Veloz heavily revised the screenplay for Natural Born Killers.,David Veloz heavily revised the screenplay for Natural Born Killers.,1,information
3206,Happiness in Slavery is from the album Broken.,Happiness in Slavery is from the album Broken.,1,information
3207,Awkward Black Girl was created by a woman.,Awkward Black Girl was created by a woman.,1,creation
3208,In 1997 and 1998 Oscar de la Hoya was The Ring magazine's top-rated fighter in the world.,In 1997 and 1998 Oscar de la Hoya was The Ring magazine's top-rated fighter in the world.,1,information
3209,Advertising is used to sell an idea.,Advertising is used to sell an idea.,1,natural
3210,Martin Van Buren was elected governor.,Martin Van Buren was elected governor.,1,information
3211,Mud stars Matthew McConaughey.,Mud stars Matthew McConaughey.,1,politics
3212,In 2007 on the day before Halloween Avenged Sevenfold was released.,In 2007 on the day before Halloween Avenged Sevenfold was released.,1,information
3213,Renato Balestra came from an architect family.,Renato Balestra came from an architect family.,1,politics
3214,Pirates of the Caribbean was added to Magic Kingdom.,Pirates of the Caribbean was added to Magic Kingdom.,1,sports
3215,Julianne Moore is the winner of a Daytime Emmy.,Julianne Moore is the winner of a Daytime Emmy.,1,gossip
3216,Villa Park hosted a football match in 2012.,Villa Park hosted a football match in 2012.,1,gossip
3217,Meteora is by an American band.,Meteora is by an American band.,1,creation
3218,Steven Spielberg co-wrote the 1974 crime film The Sugarland Express.,Steven Spielberg co-wrote the 1974 crime film The Sugarland Express.,1,creation
3219,Sheryl Lee was in a movie that was written and directed by Woody Allen.,Sheryl Lee was in a movie that was written and directed by Woody Allen.,1,information
3220,Off the Wall won Michael Jackson a Grammy Award.,Off the Wall won Michael Jackson a Grammy Award.,1,sports
3221,Tilda Swinton is from Europe.,Tilda Swinton is from Europe.,1,politics
3222,Due Date was shot in the United States.,Due Date was shot in the United States.,1,sports
3223,Bhagat Singh was a folk hero of the Indian independence movement.,Bhagat Singh was a folk hero of the Indian independence movement.,1,politics
3224,Albert S. Ruddy is born on the date March 28 1930.,Albert S. Ruddy is born on the date March 28 1930.,1,gossip
3225,Nuuk's location is Greenland.,Nuuk's location is Greenland.,1,sports
3226,Mickey Rourke appeared in a film written by Sylvester Stallone.,Mickey Rourke appeared in a film written by Sylvester Stallone.,1,sports
3227,Cadet Kelly was an original work.,Cadet Kelly was an original work.,1,creation
3228,Nine Inch Nails is responsible for the song Happiness in Slavery.,Nine Inch Nails is responsible for the song Happiness in Slavery.,1,information
3229,The Endless River is the fifteenth studio album of Pink Floyd.,The Endless River is the fifteenth studio album of Pink Floyd.,1,information
